Date,Open,High,Low,Close,Volume,Market Cap
2018-01-21,12889.2,12895.9,11288.2,11600.1,9935180000,216740000000
2018-01-22,11633.1,11966.4,10240.2,10931.4,10537400000,195645000000
2018-01-23,10944.5,11377.6,10129.7,10868.4,9660610000,184087000000
2018-01-24,10903.4,11501.4,10639.8,11359.4,9940990000,183419000000
2018-01-25,11421.7,11785.7,11057.4,11259.4,8873170000,192163000000
2018-01-26,11256.0,11656.7,10470.3,11171.4,9746200000,189398000000
2018-01-27,11174.9,11614.9,10989.2,11440.7,7583270000,188054000000
2018-01-28,11475.3,12040.3,11475.3,11786.3,8350360000,193133000000
2018-01-29,11755.5,11875.6,11179.2,11296.4,7107360000,197871000000
2018-01-30,11306.8,11307.2,10036.2,10106.3,8637860000,190339000000
2018-01-31,10108.2,10381.6,9777.42,10221.1,8041160000,170183000000
2018-02-01,10237.3,10288.8,8812.28,9170.54,9959400000,172372000000
2018-02-02,9142.28,9142.28,7796.49,8830.75,12726900000,153953000000
2018-02-03,8852.12,9430.75,8251.63,9174.91,7263790000,149085000000
2018-02-04,9175.7,9334.87,8031.22,8277.01,7073550000,154553000000
2018-02-05,8270.54,8364.84,6756.68,6955.27,9285290000,139325000000
2018-02-06,7051.75,7850.7,6048.26,7754.0,13999800000,118810000000
2018-02-07,7755.49,8509.11,7236.79,7621.3,9169280000,130683000000
2018-02-08,7637.86,8558.77,7637.86,8265.59,9346750000,128714000000
2018-02-09,8271.84,8736.98,7884.71,8736.98,6784820000,139412000000
2018-02-10,8720.08,9122.55,8295.47,8621.9,7780960000,146981000000
2018-02-11,8616.13,8616.13,7931.1,8129.97,6122190000,145245000000
2018-02-12,8141.43,8985.92,8141.43,8926.57,6256440000,137258000000
2018-02-13,8926.72,8958.47,8455.41,8598.31,5696720000,150516000000
2018-02-14,8599.92,9518.54,8599.92,9494.63,7909820000,145023000000
2018-02-15,9488.32,10234.8,9395.58,10166.4,9062540000,160025000000
2018-02-16,10135.7,10324.1,9824.82,10233.9,7296160000,170960000000
2018-02-17,10207.5,11139.5,10149.4,11112.7,8660880000,172191000000
2018-02-18,11123.4,11349.8,10326.0,10551.8,8744010000,187663000000
2018-02-19,10552.6,11273.8,10513.2,11225.3,7652090000,178055000000
2018-02-20,11231.8,11958.5,11231.8,11403.7,9926540000,189536000000
2018-02-21,11372.2,11418.5,10479.1,10690.4,9405340000,191927000000
2018-02-22,10660.4,11039.1,9939.09,10005.0,8040080000,179936000000
2018-02-23,9937.07,10487.3,9734.56,10301.1,7739500000,167746000000
2018-02-24,10287.7,10597.2,9546.97,9813.07,6917930000,173682000000
2018-02-25,9796.42,9923.22,9407.06,9664.73,5706940000,165407000000
2018-02-26,9669.43,10475.0,9501.73,10366.7,7287690000,163283000000
2018-02-27,10393.9,10878.5,10246.1,10725.6,6966180000,175536000000
2018-02-28,10687.2,11089.8,10393.1,10397.9,6936190000,180510000000
2018-03-01,10385.0,11052.3,10352.7,10951.0,7317280000,175427000000
2018-03-02,10977.4,11189.0,10850.1,11086.4,7620590000,185456000000
2018-03-03,11101.9,11528.2,11002.4,11489.7,6690570000,187581000000
2018-03-04,11497.4,11512.6,11136.1,11512.6,6084150000,194289000000
2018-03-05,11532.4,11704.1,11443.9,11573.3,6468540000,194903000000
2018-03-06,11500.1,11500.1,10694.3,10779.9,6832170000,194378000000
2018-03-07,10803.9,10929.5,9692.12,9965.57,8797910000,182631000000
2018-03-08,9951.44,10147.4,9335.87,9395.01,7186090000,168241000000
2018-03-09,9414.69,9466.35,8513.03,9337.55,8704190000,159185000000
2018-03-10,9350.59,9531.32,8828.47,8866.0,5386320000,158119000000
2018-03-11,8852.78,9711.89,8607.12,9578.63,6296370000,149716000000
2018-03-12,9602.93,9937.5,8956.43,9205.12,6457400000,162421000000
2018-03-13,9173.04,9470.38,8958.19,9194.85,5991140000,155168000000
2018-03-14,9214.65,9355.85,8068.59,8269.81,6438230000,155891000000
2018-03-15,8290.76,8428.35,7783.05,8300.86,6834430000,140275000000
2018-03-16,8322.91,8585.15,8005.31,8338.35,5289380000,140834000000
2018-03-17,8321.91,8346.53,7812.82,7916.88,4426150000,140834000000
2018-03-18,7890.52,8245.51,7397.99,8223.68,6639190000,133547000000
2018-03-19,8344.12,8675.87,8182.4,8630.65,6729110000,141240000000
2018-03-20,8619.67,9051.02,8389.89,8913.47,6361790000,145922000000
2018-03-21,8937.48,9177.37,8846.33,8929.28,6043130000,151316000000
2018-03-22,8939.44,9100.71,8564.9,8728.47,5530390000,151366000000
2018-03-23,8736.25,8879.62,8360.62,8879.62,5954120000,147941000000
2018-03-24,8901.95,8996.18,8665.7,8668.12,5664600000,150762000000
2018-03-25,8612.81,8682.01,8449.1,8495.78,4569880000,145882000000
2018-03-26,8498.47,8530.08,7921.43,8209.4,5921040000,143960000000
2018-03-27,8200.0,8232.78,7797.28,7833.04,5378250000,138919000000
2018-03-28,7836.83,8122.89,7809.17,7954.48,4935290000,132781000000
2018-03-29,7979.07,7994.33,7081.38,7165.7,6361230000,135205000000
2018-03-30,7171.45,7276.66,6683.93,6890.52,6289510000,121534000000
2018-03-31,6892.48,7207.85,6863.52,6973.53,4553270000,116820000000
2018-04-01,7003.06,7060.95,6526.87,6844.23,4532100000,118705000000
